event_id,role,cdk,name,normalized_name
UP_azamga_1981:1991,parent,UP_azamga_1981,Azamgarh,azamgarh
UP_azamga_1981:1991,child,UP_mau_1991,Mau,mau
UP_basti_1981:1991,parent,UP_basti_1981,Basti,basti
UP_basti_1981:1991,child,UP_siddha_1991,Siddharthnagar,siddharthnagar
UP_gorakh_1981:1991,parent,UP_gorakh_1981,Gorakhpur,gorakhpur
UP_gorakh_1981:1991,child,UP_mahara_1991,Maharajganj,maharajganj
UP_mainpu_1981:1991,parent,UP_mainpu_1981,Mainpuri,mainpuri
UP_mainpu_1981:1991,child,UP_firoza_1991,Firozabad,firozabad
UP_mirzap_1981:1991,parent,UP_mirzap_1981,Mirzapur,mirzapur
UP_mirzap_1981:1991,child,UP_sonbha_1991,Sonbhadra,sonbhadra
WB_south2_1971:1991,parent,WB_south2_1971,Twenty Four Parganas,twenty four parganas
WB_south2_1971:1991,child,WB_northt_1991,North Twenty Four Parganas,north twenty four parganas
WB_south2_1971:1991,child,WB_southt_1991,South Twenty Four Parganas,south twenty four parganas
AR_eastsi_1981:2001,parent,AR_eastsi_1981,East Siang,east siang
AR_eastsi_1981:2001,child,AR_uppers_1981,Upper Siang,upper siang
AR_lowers_1981:2001,parent,AR_lowers_1981,Lower Siang,lower siang
AR_lowers_1981:2001,child,AR_papump_2001,Papum Pare,papum pare
BR_bhagal_1991:2001,parent,BR_bhagal_1991,Bhagalpur,bhagalpur
BR_bhagal_1991:2001,child,BR_banka_2001,Banka,banka
BR_bhojpu_1981:2001,parent,BR_bhojpu_1981,Bhojpur,bhojpur
BR_bhojpu_1981:2001,child,BR_buxar_2001,Buxar,buxar
BR_munger_1981:2001,parent,BR_munger_1981,Munger,munger
BR_munger_1981:2001,child,BR_jamui_2001,Jamui,jamui
BR_munger_1981:2001,child,BR_lakhis_2001,Lakhisarai,lakhisarai
BR_munger_1981:2001,child,BR_sheikh_2001,Sheikhpura,sheikhpura
BR_rohtas_1981:2001,parent,BR_rohtas_1981,Rohtas,rohtas
BR_rohtas_1981:2001,child,BR_kaimur_2001,Kaimur (Bhabua),kaimur bhabua
BR_sahars_1981:2001,parent,BR_sahars_1981,Saharsa,saharsa
BR_sahars_1981:2001,child,BR_supaul_2001,Supaul,supaul
BR_sitama_1981:2001,parent,BR_sitama_1981,Sitamarhi,sitamarhi
BR_sitama_1981:2001,child,BR_sheoha_2001,Sheohar,sheohar
CG_bastar_1991:2001,parent,CG_bastar_1991,Bastar,bastar
CG_bastar_1991:2001,child,CG_dantew_2001,Dantewada,dantewada
CG_bastar_1991:2001,child,CG_kanker_2001,Kanker,kanker
CG_bilasp_1991:2001,parent,CG_bilasp_1991,Bilaspur,bilaspur
CG_bilasp_1991:2001,child,CG_janjgi_2001,Janjgir-Champa,janjgir champa
CG_bilasp_1991:2001,child,CG_korba_2001,Korba,korba
CG_raigar_1991:2001,parent,CG_raigar_1991,Raigarh,raigarh
CG_raigar_1991:2001,child,CG_jashpu_2001,Jashpur,jashpur
CG_raipur_1991:2001,parent,CG_raipur_1991,Raipur,raipur
CG_raipur_1991:2001,child,CG_dhamta_2001,Dhamtari,dhamtari
CG_raipur_1991:2001,child,CG_mahasa_2001,Mahasamund,mahasamund
CG_rajnan_1981:2001,parent,CG_rajnan_1981,Raj Nandgaon,raj nandgaon
CG_rajnan_1981:2001,child,CG_kaward_2001,Kawardha,kawardha
CG_surguj_1991:2001,parent,CG_surguj_1991,Surguja,surguja
CG_surguj_1991:2001,child,CG_koriya_2001,Koriya,koriya
DL_delhi_1991:2001,parent,DL_delhi_1991,Delhi,delhi
DL_delhi_1991:2001,child,DL_east_2001,East,east
DL_delhi_1991:2001,child,DL_northe_2001,North East,north east
DL_delhi_1991:2001,child,DL_northw_2001,North West,north west
DL_delhi_1991:2001,child,DL_south_2001,South,south
DL_delhi_1991:2001,child,DL_southw_2001,South West,south west
GJ_bharuc_1961:2001,parent,GJ_bharuc_1961,Bharuch,bharuch
GJ_bharuc_1961:2001,child,GJ_narmad_2001,Narmada,narmada
GJ_junaga_1951:2001,parent,GJ_junaga_1951,Junagadh,junagadh
GJ_junaga_1951:2001,child,GJ_porban_2001,Porbandar,porbandar
GJ_kheda_1961:2001,parent,GJ_kheda_1961,Kaira,kaira
GJ_kheda_1961:2001,child,GJ_anand_2001,Anand,anand
GJ_mahesa_1961:2001,parent,GJ_mahesa_1961,Mahesana,mahesana
GJ_mahesa_1961:2001,child,GJ_patan_2001,Patan,patan
GJ_panchm_1951:2001,parent,GJ_panchm_1951,Panch Mahals,panch mahals
GJ_panchm_1951:2001,child,GJ_dohad_2001,Dohad,dohad
GJ_valsad_1971:2001,parent,GJ_valsad_1971,Valsad,valsad
GJ_valsad_1971:2001,child,GJ_navsar_2001,Navsari,navsari
HR_ambala_1951:2001,parent,HR_ambala_1951,Ambala,ambala
HR_ambala_1951:2001,child,HR_panchk_2001,Panchkula,panchkula
HR_hisar_1951:2001,parent,HR_hisar_1951,Hisar,hisar
HR_hisar_1951:2001,child,HR_fateha_2001,Fatehabad,fatehabad
HR_rohtak_1951:2001,parent,HR_rohtak_1951,Rohtak,rohtak
HR_rohtak_1951:2001,child,HR_jhajja_2001,Jhajjar,jhajjar
JH_dhanba_1991:2001,parent,JH_dhanba_1991,Dhanbad,dhanbad
JH_dhanba_1991:2001,child,JH_bokaro_2001,Bokaro,bokaro
JH_giridi_1981:2001,parent,JH_giridi_1981,Giridih,giridih
JH_giridi_1981:2001,child,JH_bokaro_2001,Bokaro,bokaro
JH_hazari_1971:2001,parent,JH_hazari_1971,Hazaribag,hazaribag
JH_hazari_1971:2001,child,JH_chatra_2001,Chatra,chatra
JH_hazari_1971:2001,child,JH_kodarm_2001,Kodarma,kodarma
JH_palamu_1971:2001,parent,JH_palamu_1971,Palamau,palamau
JH_palamu_1971:2001,child,JH_garhwa_2001,Garhwa,garhwa
JH_sahibg_1991:2001,parent,JH_sahibg_1991,Sahibganj,sahibganj
JH_sahibg_1991:2001,child,JH_pakaur_2001,Pakaur,pakaur
JK_ladakh_1961:2001,parent,JK_ladakh_1961,Ladakh,ladakh
JK_ladakh_1961:2001,child,JK_lehlad_2001,Leh (Ladakh),leh ladakh
KA_bijapu_1991:2001,parent,KA_bijapu_1991,Bijapur,bijapur
KA_bijapu_1991:2001,child,KA_bagalk_2001,Bagalkot,bagalkot
KA_chitra_1951:2001,parent,KA_chitra_1951,Chitaldrug,chitaldrug
KA_chitra_1951:2001,child,KA_davana_2001,Davanagere,davanagere
KA_dakshi_1971:2001,parent,KA_dakshi_1971,Dakshin Kannad,dakshin kannad
KA_dakshi_1971:2001,child,KA_udupi_2001,Udupi,udupi
KA_dharwa_1971:2001,parent,KA_dharwa_1971,Dharwad,dharwad
KA_dharwa_1971:2001,child,KA_gadag_2001,Gadag,gadag
KA_dharwa_1971:2001,child,KA_haveri_2001,Haveri,haveri
KA_mysuru_1991:2001,parent,KA_mysuru_1991,Mysore,mysore
KA_mysuru_1991:2001,child,KA_chamar_2001,Chamarajanagar,chamarajanagar
KA_raichu_1991:2001,parent,KA_raichu_1991,Raichur,raichur
KA_raichu_1991:2001,child,KA_koppal_2001,Koppal,koppal
MH_akola_1991:2001,parent,MH_akola_1991,Akola,akola
MH_akola_1991:2001,child,MH_washim_2001,Washim,washim
MH_bhanda_1991:2001,parent,MH_bhanda_1991,Bhandara,bhandara
MH_bhanda_1991:2001,child,MH_gondia_2001,Gondiya,gondiya
MH_dhule_1951:2001,parent,MH_dhule_1951,Dhule,dhule
MH_dhule_1951:2001,child,MH_nandur_2001,Nandurbar,nandurbar
MH_greate_1991:2001,parent,MH_greate_1991,Greater Bombay,greater bombay
MH_greate_1991:2001,child,MH_mumbai_1951,Mumbai,mumbai
MH_parbha_1991:2001,parent,MH_parbha_1991,Parbhani,parbhani
MH_parbha_1991:2001,child,MH_hingol_2001,Hingoli,hingoli
ML_eastkh_1981:2001,parent,ML_eastkh_1981,East Khasi Hills,east khasi hills
ML_eastkh_1981:2001,child,ML_ribhoi_2001,Ri Bhoi,ri bhoi
ML_westga_1981:2001,parent,ML_westga_1981,West Garo Hills,west garo hills
ML_westga_1981:2001,child,ML_southg_2001,South Garo Hills,south garo hills
MP_jabalp_1991:2001,parent,MP_jabalp_1991,Jabalpur,jabalpur
MP_jabalp_1991:2001,child,MP_katni_2001,Katni,katni
MP_khargo_1961:2001,parent,MP_khargo_1961,Khargone,khargone
MP_khargo_1961:2001,child,MP_barwan_2001,Barwani,barwani
MP_mandla_1991:2001,parent,MP_mandla_1991,Mandla,mandla
MP_mandla_1991:2001,child,MP_dindor_2001,Dindori,dindori
MP_mandsa_1991:2001,parent,MP_mandsa_1991,Mandsaur,mandsaur
MP_mandsa_1991:2001,child,MP_neemuc_2001,Neemuch,neemuch
MP_morena_1991:2001,parent,MP_morena_1991,Morena,morena
MP_morena_1991:2001,child,MP_sheopu_2001,Sheopur,sheopur
MP_narmad_1951:2001,parent,MP_narmad_1951,Hoshangabad,hoshangabad
MP_narmad_1951:2001,child,MP_harda_2001,Harda,harda
MP_shahdo_1991:2001,parent,MP_shahdo_1991,Shahdol,shahdol
MP_shahdo_1991:2001,child,MP_umaria_2001,Umaria,umaria
MZ_aizawl_1981:2001,parent,MZ_aizawl_1981,Aizawl,aizawl
MZ_aizawl_1981:2001,child,MZ_champh_2001,Champhai,champhai
MZ_aizawl_1981:2001,child,MZ_kolasi_2001,Kolasib,kolasib
MZ_aizawl_1981:2001,child,MZ_mamit_2001,Mamit,mamit
MZ_aizawl_1981:2001,child,MZ_serchh_2001,Serchhip,serchhip
MZ_chhimt_1981:2001,parent,MZ_chhimt_1981,Chhimtuipui,chhimtuipui
MZ_chhimt_1981:2001,child,MZ_lawngt_2001,Lawngtlai,lawngtlai
MZ_chhimt_1981:2001,child,MZ_saiha_2001,Saiha,saiha
NC_delhi_1991:2001,parent,NC_delhi_1991,Delhi,delhi
NC_delhi_1991:2001,child,NC_centra_2001,Central,central
NC_delhi_1991:2001,child,NC_east_2001,East,east
NC_delhi_1991:2001,child,NC_newdel_2001,New Delhi,new delhi
NC_delhi_1991:2001,child,NC_north_2001,North,north
NC_delhi_1991:2001,child,NC_northe_2001,North East,north east
NC_delhi_1991:2001,child,NC_northw_2001,North West,north west
NC_delhi_1991:2001,child,NC_south_2001,South,south
NC_delhi_1991:2001,child,NC_southw_2001,South West,south west
NC_delhi_1991:2001,child,NC_west_2001,West,west
NL_kohima_1951:2001,parent,NL_kohima_1951,Kohima,kohima
NL_kohima_1951:2001,child,NL_dimapu_2001,Dimapur,dimapur
OD_balang_1981:2001,parent,OD_balang_1981,Balangir,balangir
OD_balang_1981:2001,child,OD_sonapu_2001,Sonapur,sonapur
OD_balesh_1981:2001,parent,OD_balesh_1981,Baleshwar,baleshwar
OD_balesh_1981:2001,child,OD_bhadra_2001,Bhadrak,bhadrak
OD_baudh_1951:2001,parent,OD_baudh_1951,Baudh Khondmals,baudh khondmals
OD_baudh_1951:2001,child,OD_kandha_2001,Kandhamal,kandhamal
OD_cuttac_1991:2001,parent,OD_cuttac_1991,Cuttack,cuttack
OD_cuttac_1991:2001,child,OD_jagats_2001,Jagatsinghapur,jagatsinghapur
OD_cuttac_1991:2001,child,OD_jajapu_2001,Jajapur,jajapur
OD_cuttac_1991:2001,child,OD_kendra_2001,Kendrapara,kendrapara
OD_dhenka_1991:2001,parent,OD_dhenka_1991,Dhenkanal,dhenkanal
OD_dhenka_1991:2001,child,OD_anugul_2001,Anugul,anugul
OD_ganjam_1991:2001,parent,OD_ganjam_1991,Ganjam,ganjam
OD_ganjam_1991:2001,child,OD_gajapa_2001,Gajapati,gajapati
OD_kalaha_1991:2001,parent,OD_kalaha_1991,Kalahandi,kalahandi
OD_kalaha_1991:2001,child,OD_nuapad_2001,Nuapada,nuapada
OD_korapu_1991:2001,parent,OD_korapu_1991,Koraput,koraput
OD_korapu_1991:2001,child,OD_malkan_2001,Malkangiri,malkangiri
OD_korapu_1991:2001,child,OD_nabara_2001,Nabarangapur,nabarangapur
OD_korapu_1991:2001,child,OD_rayaga_2001,Rayagada,rayagada
OD_puri_1991:2001,parent,OD_puri_1991,Puri,puri
OD_puri_1991:2001,child,OD_khordh_2001,Khordha,khordha
OD_puri_1991:2001,child,OD_nayaga_2001,Nayagarh,nayagarh
OD_sambal_1991:2001,parent,OD_sambal_1991,Sambalpur,sambalpur
OD_sambal_1991:2001,child,OD_bargar_2001,Bargarh,bargarh
OD_sambal_1991:2001,child,OD_debaga_2001,Debagarh,debagarh
OD_sambal_1991:2001,child,OD_jharsu_2001,Jharsuguda,jharsuguda
PB_bhatin_1951:2001,parent,PB_bhatin_1951,Bathinda,bathinda
PB_bhatin_1951:2001,child,PB_mansa_2001,Mansa,mansa
PB_faridk_1981:2001,parent,PB_faridk_1981,Faridkot,faridkot
PB_faridk_1981:2001,child,PB_moga_2001,Moga,moga
PB_faridk_1981:2001,child,PB_srimuk_2001,Muktsar,muktsar
PB_hoshia_1961:2001,parent,PB_hoshia_1961,Hoshiarpur,hoshiarpur
PB_hoshia_1961:2001,child,PB_shahid_2001,Nawanshahr,nawanshahr
PB_jaland_1971:2001,parent,PB_jaland_1971,Jalandhar,jalandhar
PB_jaland_1971:2001,child,PB_shahid_2001,Nawanshahr,nawanshahr
PB_patial_1951:2001,parent,PB_patial_1951,Patiala,patiala
PB_patial_1951:2001,child,PB_fatehg_1951,Fatehgarh Sahib,fatehgarh sahib
RJ_gangan_1991:2001,parent,RJ_gangan_1991,Ganganagar,ganganagar
RJ_gangan_1991:2001,child,RJ_hanuma_2001,Hanumangarh,hanumangarh
RJ_jaipur_1951:2001,parent,RJ_jaipur_1951,Jaipur,jaipur
RJ_jaipur_1951:2001,child,RJ_dausa_2001,Dausa,dausa
RJ_kota_1951:2001,parent,RJ_kota_1951,Kota,kota
RJ_kota_1951:2001,child,RJ_baran_2001,Baran,baran
RJ_sawaim_1951:2001,parent,RJ_sawaim_1951,Sawai Madhopur,sawai madhopur
RJ_sawaim_1951:2001,child,RJ_karaul_2001,Karauli,karauli
RJ_udaipu_1951:2001,parent,RJ_udaipu_1951,Udaipur,udaipur
RJ_udaipu_1951:2001,child,RJ_rajsam_2001,Rajsamand,rajsamand
SK_eastdi_1981:2001,parent,SK_eastdi_1981,East District,east district
SK_eastdi_1981:2001,child,SK_east_2001,East,east
SK_northd_1981:2001,parent,SK_northd_1981,North District,north district
SK_northd_1981:2001,child,SK_north_2001,North,north
SK_southd_1981:2001,parent,SK_southd_1981,South District,south district
SK_southd_1981:2001,child,SK_south_2001,South,south
SK_westdi_1981:2001,parent,SK_westdi_1981,West District,west district
SK_westdi_1981:2001,child,SK_west_2001,West,west
TN_chenga_1951:2001,parent,TN_chenga_1951,Chengalpattu,chengalpattu
TN_chenga_1951:2001,child,TN_thiruv_1951,Thiruvallur,thiruvallur
TN_chidam_1991:2001,parent,TN_chidam_1991,Chidambaranar,chidambaranar
TN_chidam_1991:2001,child,TN_thooth_2001,Toothukudi,toothukudi
TN_cuddal_1991:2001,parent,TN_cuddal_1991,South Arcot,south arcot
TN_cuddal_1991:2001,child,TN_vilupp_2001,Viluppuram,viluppuram
TN_kamara_1991:2001,parent,TN_kamara_1991,Kamarajar,kamarajar
TN_kamara_1991:2001,child,TN_virudh_2001,Virudhunagar,virudhunagar
TN_madura_1951:2001,parent,TN_madura_1951,Madurai,madurai
TN_madura_1951:2001,child,TN_theni_2001,Theni,theni
TN_narcot_1981:2001,parent,TN_narcot_1981,North Arcot,north arcot
TN_narcot_1981:2001,child,TN_vellor_2001,Vellore,vellore
TN_pasump_1991:2001,parent,TN_pasump_1991,Pasumpon Muthuramalinga Thevar,pasumpon muthuramalinga thevar
TN_pasump_1991:2001,child,TN_sivaga_2001,Sivaganga,sivaganga
TN_periya_1981:2001,parent,TN_periya_1981,Periyar,periyar
TN_periya_1981:2001,child,TN_erode_2001,Erode,erode
TN_salem_1961:2001,parent,TN_salem_1961,Salem,salem
TN_salem_1961:2001,child,TN_namakk_2001,Namakkal,namakkal
TN_thanja_1951:2001,parent,TN_thanja_1951,Tanjore,tanjore
TN_thanja_1951:2001,child,TN_nagapa_2001,Nagapattinam,nagapattinam
TN_thanja_1951:2001,child,TN_thiruv_1951,Thiruvallur,thiruvallur
TN_tiruch_1971:2001,parent,TN_tiruch_1971,Tiruchchirappalli,tiruchchirappalli
TN_tiruch_1971:2001,child,TN_karur_2001,Karur,karur
TN_tiruch_1971:2001,child,TN_peramb_2001,Perambalur,perambalur
TR_northt_1971:2001,parent,TR_northt_1971,North Tripura,north tripura
TR_northt_1971:2001,child,TR_dhalai_2001,Dhalai,dhalai
UK_almora_1951:2001,parent,UK_almora_1951,Almora,almora
UK_almora_1951:2001,child,UK_bagesh_2001,Bageshwar,bageshwar
UK_chamol_1961:2001,parent,UK_chamol_1961,Chamoli,chamoli
UK_chamol_1961:2001,child,UK_rudrap_2001,Rudraprayag,rudraprayag
UK_nainit_1971:2001,parent,UK_nainit_1971,Naini Tal,naini tal
UK_nainit_1971:2001,child,UK_udhams_2001,Udham Singh Nagar,udham singh nagar
UK_pithor_1961:2001,parent,UK_pithor_1961,Pithoragarh,pithoragarh
UK_pithor_1961:2001,child,UK_champa_2001,Champawat,champawat
UP_aligar_1991:2001,parent,UP_aligar_1991,Aligarh,aligarh
UP_aligar_1991:2001,child,UP_hathra_2001,Hathras,hathras
UP_allaha_1951:2001,parent,UP_allaha_1951,Allahabad,allahabad
UP_allaha_1951:2001,child,UP_kausha_2001,Kaushambi,kaushambi
UP_ayodhy_1991:2001,parent,UP_ayodhy_1991,Faizabad,faizabad
UP_ayodhy_1991:2001,child,UP_ambedk_2001,Ambedkar Nagar,ambedkar nagar
UP_bahrai_1991:2001,parent,UP_bahrai_1991,Bahraich,bahraich
UP_bahrai_1991:2001,child,UP_shrawa_2001,Shrawasti,shrawasti
UP_banda_1991:2001,parent,UP_banda_1991,Banda,banda
UP_banda_1991:2001,child,UP_chitra_2001,Chitrakoot,chitrakoot
UP_basti_1981:2001,parent,UP_basti_1981,Basti,basti
UP_basti_1981:2001,child,UP_santka_2001,Sant Kabir Nagar,sant kabir nagar
UP_buland_1971:2001,parent,UP_buland_1971,Bulandshahr,bulandshahr
UP_buland_1971:2001,child,UP_gautam_2001,Gautam Buddha Nagar,gautam buddha nagar
UP_deoria_1991:2001,parent,UP_deoria_1991,Deoria,deoria
UP_deoria_1991:2001,child,UP_kushin_2001,Kushinagar,kushinagar
UP_etawah_1991:2001,parent,UP_etawah_1991,Etawah,etawah
UP_etawah_1991:2001,child,UP_auraiy_2001,Auraiya,auraiya
UP_farruk_1991:2001,parent,UP_farruk_1991,Farrukhabad,farrukhabad
UP_farruk_1991:2001,child,UP_kannau_2001,Kannauj,kannauj
UP_ghazia_1981:2001,parent,UP_ghazia_1981,Ghaziabad,ghaziabad
UP_ghazia_1981:2001,child,UP_gautam_2001,Gautam Buddha Nagar,gautam buddha nagar
UP_gonda_1991:2001,parent,UP_gonda_1991,Gonda,gonda
UP_gonda_1991:2001,child,UP_balram_2001,Balrampur,balrampur
UP_hamirp_1991:2001,parent,UP_hamirp_1991,Hamirpur,hamirpur
UP_hamirp_1991:2001,child,UP_mahoba_2001,Mahoba,mahoba
UP_meerut_1951:2001,parent,UP_meerut_1951,Meerut,meerut
UP_meerut_1951:2001,child,UP_baghpa_2001,Baghpat,baghpat
UP_morada_1991:2001,parent,UP_morada_1991,Moradabad,moradabad
UP_morada_1991:2001,child,UP_amroha_2001,Jyotiba Phule Nagar,jyotiba phule nagar
UP_varana_1951:2001,parent,UP_varana_1951,Banares,banares
UP_varana_1951:2001,child,UP_bhadoh_2001,Sant Ravidas Nagar,sant ravidas nagar
UP_varana_1951:2001,child,UP_chanda_2001,Chandauli,chandauli
WB_dakshi_1991:2001,parent,WB_dakshi_1991,West Dinajpur,west dinajpur
WB_dakshi_1991:2001,child,WB_uttard_2001,Uttar Dinajpur,uttar dinajpur
AN_andama_1971:2011,parent,AN_andama_1971,Andaman,andaman
AN_andama_1971:2011,child,AN_northm_2011,North & Middle Andaman,north middle andaman
AN_andama_1971:2011,child,AN_southa_2011,South Andaman,south andaman
AP_kadapa_2001:2011,parent,AP_kadapa_2001,Cuddapah,cuddapah
AP_kadapa_2001:2011,child,AP_ysr_2011,Y.S.R.,y s r
AR_dibang_1981:2011,parent,AR_dibang_1981,Dibang Valley,dibang valley
AR_dibang_1981:2011,child,AR_lowerd_2011,Lower Dibang Valley,lower dibang valley
AR_lohit_1971:2011,parent,AR_lohit_1971,Lohit,lohit
AR_lohit_1971:2011,child,AR_anjaw_2011,Anjaw,anjaw
AR_lowers_1981:2011,parent,AR_lowers_1981,Lower Siang,lower siang
AR_lowers_1981:2011,child,AR_kurung_2011,Kurung Kumey,kurung kumey
AS_barpet_1991:2011,parent,AS_barpet_1991,Barpeta,barpeta
AS_barpet_1991:2011,child,AS_baksa_2011,Baksa,baksa
AS_bongai_1991:2011,parent,AS_bongai_1991,Bongaigaon,bongaigaon
AS_bongai_1991:2011,child,AS_chiran_2011,Chirang,chirang
AS_darran_1981:2011,parent,AS_darran_1981,Darrang,darrang
AS_darran_1981:2011,child,AS_baksa_2011,Baksa,baksa
AS_darran_1981:2011,child,AS_udalgu_2011,Udalguri,udalguri
AS_dhubur_1991:2011,parent,AS_dhubur_1991,Dhuburi,dhuburi
AS_dhubur_1991:2011,child,AS_dhubri_2011,Dhubri,dhubri
AS_kamrup_1981:2011,parent,AS_kamrup_1981,Kamrup,kamrup
AS_kamrup_1981:2011,child,AS_baksa_2011,Baksa,baksa
AS_kokraj_1991:2011,parent,AS_kokraj_1991,Kokrajhar,kokrajhar
AS_kokraj_1991:2011,child,AS_chiran_2011,Chirang,chirang
AS_mariga_1991:2011,parent,AS_mariga_1991,Marigaon,marigaon
AS_mariga_1991:2011,child,AS_moriga_2011,Morigaon,morigaon
AS_nalbar_1991:2011,parent,AS_nalbar_1991,Nalbari,nalbari
AS_nalbar_1991:2011,child,AS_baksa_2011,Baksa,baksa
AS_northc_1971:2011,parent,AS_northc_1971,North Cachar Hills,north cachar hills
AS_northc_1971:2011,child,AS_dimaha_2011,Dima Hasao,dima hasao
BR_jehana_1991:2011,parent,BR_jehana_1991,Jehanabad,jehanabad
BR_jehana_1991:2011,child,BR_arwal_2011,Arwal,arwal
CG_bastar_1991:2011,parent,CG_bastar_1991,Bastar,bastar
CG_bastar_1991:2011,child,CG_naraya_2011,Narayanpur,narayanpur
CG_dantew_2001:2011,parent,CG_dantew_2001,Dantewada,dantewada
CG_dantew_2001:2011,child,CG_bijapu_2011,Bijapur,bijapur
CG_dantew_2001:2011,child,CG_dakshi_2011,Dakshin Bastar Dantewada,dakshin bastar dantewada
CG_kanker_2001:2011,parent,CG_kanker_2001,Kanker,kanker
CG_kanker_2001:2011,child,CG_uttarb_2011,Uttar Bastar Kanker,uttar bastar kanker
CG_kaward_2001:2011,parent,CG_kaward_2001,Kawardha,kawardha
CG_kaward_2001:2011,child,CG_kabeer_2011,Kabeerdham,kabeerdham
GJ_surat_1961:2011,parent,GJ_surat_1961,Surat,surat
GJ_surat_1961:2011,child,GJ_tapi_2011,Tapi,tapi
HP_lahula_1971:2011,parent,HP_lahula_1971,Lahul and Spiti,lahul and spiti
HP_lahula_1971:2011,child,HP_lahuls_2011,Lahul & Spiti,lahul spiti
HR_farida_1981:2011,parent,HR_farida_1981,Faridabad,faridabad
HR_farida_1981:2011,child,HR_palwal_2011,Palwal,palwal
HR_guruga_1951:2011,parent,HR_guruga_1951,Gurgaon,gurgaon
HR_guruga_1951:2011,child,HR_nuh_2011,Mewat,mewat
JH_dumka_1991:2011,parent,JH_dumka_1991,Dumka,dumka
JH_dumka_1991:2011,child,JH_jamtar_2011,Jamtara,jamtara
JH_gumla_1991:2011,parent,JH_gumla_1991,Gumla,gumla
JH_gumla_1991:2011,child,JH_simdeg_2011,Simdega,simdega
JH_hazari_1971:2011,parent,JH_hazari_1971,Hazaribag,hazaribag
JH_hazari_1971:2011,child,JH_ramgar_2011,Ramgarh,ramgarh
JH_pakaur_2001:2011,parent,JH_pakaur_2001,Pakaur,pakaur
JH_pakaur_2001:2011,child,JH_pakur_2011,Pakur,pakur
JH_palamu_1971:2011,parent,JH_palamu_1971,Palamau,palamau
JH_palamu_1971:2011,child,JH_lateha_2011,Latehar,latehar
JH_psingh_1981:2011,parent,JH_psingh_1981,Pashchimi Singhbhum,pashchimi singhbhum
JH_psingh_1981:2011,child,JH_saraik_2011,Saraikela-kharsawan,saraikela kharsawan
JH_ranchi_1981:2011,parent,JH_ranchi_1981,Ranchi,ranchi
JH_ranchi_1981:2011,child,JH_khunti_2011,Khunti,khunti
JK_anantn_1961:2011,parent,JK_anantn_1961,Anantnag,anantnag
JK_anantn_1961:2011,child,JK_kulgam_2011,Kulgam,kulgam
JK_baramu_1961:2011,parent,JK_baramu_1961,Baramula,baramula
JK_baramu_1961:2011,child,JK_bandip_2011,Bandipore,bandipore
JK_baramu_1961:2011,child,JK_gander_2011,Ganderbal,ganderbal
JK_doda_1961:2011,parent,JK_doda_1961,Doda,doda
JK_doda_1961:2011,child,JK_kishtw_2011,Kishtwar,kishtwar
JK_doda_1961:2011,child,JK_ramban_2011,Ramban,ramban
JK_jammu_1961:2011,parent,JK_jammu_1961,Jammu,jammu
JK_jammu_1961:2011,child,JK_samba_2011,Samba,samba
JK_pulwam_1981:2011,parent,JK_pulwam_1981,Pulwama,pulwama
JK_pulwam_1981:2011,child,JK_kulgam_2011,Kulgam,kulgam
JK_pulwam_1981:2011,child,JK_shupiy_2011,Shupiyan,shupiyan
JK_rajaur_1971:2011,parent,JK_rajaur_1971,Rajauri,rajauri
JK_rajaur_1971:2011,child,JK_rajour_2011,Rajouri,rajouri
JK_udhamp_1961:2011,parent,JK_udhamp_1961,Udhampur,udhampur
JK_udhamp_1961:2011,child,JK_reasi_2011,Reasi,reasi
KA_bangal_1981:2011,parent,KA_bangal_1981,Bangalore,bangalore
KA_bangal_1981:2011,child,KA_ramana_2011,Ramanagara,ramanagara
KA_gulbar_2001:2011,parent,KA_gulbar_2001,Gulbarga,gulbarga
KA_gulbar_2001:2011,child,KA_yadgir_2011,Yadgir,yadgir
KA_kolar_2001:2011,parent,KA_kolar_2001,Kolar,kolar
KA_kolar_2001:2011,child,KA_chikka_2011,Chikkamagaluru,chikkamagaluru
MP_guna_1961:2011,parent,MP_guna_1961,Guna,guna
MP_guna_1961:2011,child,MP_ashokn_2011,Ashoknagar,ashoknagar
MP_jhabua_2001:2011,parent,MP_jhabua_2001,Jhabua,jhabua
MP_jhabua_2001:2011,child,MP_aliraj_2011,Alirajpur,alirajpur
MP_khandw_1961:2011,parent,MP_khandw_1961,East Nimar,east nimar
MP_khandw_1961:2011,child,MP_burhan_2011,Burhanpur,burhanpur
MP_shahdo_1991:2011,parent,MP_shahdo_1991,Shahdol,shahdol
MP_shahdo_1991:2011,child,MP_annupu_2011,Annupur,annupur
MP_sidhi_2001:2011,parent,MP_sidhi_2001,Sidhi,sidhi
MP_sidhi_2001:2011,child,MP_singra_2011,Singrauli,singrauli
NL_kohima_1951:2011,parent,NL_kohima_1951,Kohima,kohima
NL_kohima_1951:2011,child,NL_peren_2011,Peren,peren
NL_tuensa_1951:2011,parent,NL_tuensa_1951,Tuensang,tuensang
NL_tuensa_1951:2011,child,NL_kiphir_2011,Kiphire,kiphire
NL_tuensa_1951:2011,child,NL_longle_2011,Longleng,longleng
OD_sonapu_2001:2011,parent,OD_sonapu_2001,Sonapur,sonapur
OD_sonapu_2001:2011,child,OD_subarn_2011,Subarnapur,subarnapur
PB_amrits_2001:2011,parent,PB_amrits_2001,Amritsar,amritsar
