event_id,issue_code,severity,message
JK_ladakh_1961:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_bhanda_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_greate_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
ML_eastkh_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
ML_westga_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MZ_aizawl_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MZ_chhimt_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NC_delhi_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_kohima_1951:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
OD_korapu_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
OD_puri_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
OD_sambal_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_hoshia_1961:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_jaland_1971:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_eastdi_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_northd_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_southd_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_westdi_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_chidam_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_narcot_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_periya_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TR_northt_1971:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_meerut_1951:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_morada_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AN_andama_1971:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_kadapa_2001:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_dibang_1981:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_lohit_1971:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_lowers_1981:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_mariga_1991:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_northc_1971:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_dantew_2001:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_kanker_2001:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_kaward_2001:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JH_psingh_1981:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_anantn_1961:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_baramu_1961:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_doda_1961:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_jammu_1961:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_pulwam_1981:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_rajaur_1971:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_udhamp_1961:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_shahdo_1991:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_kohima_1951:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_tuensa_1951:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
OD_sonapu_2001:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_patial_1951:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_rupnag_1981:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_etah_2001:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_medini_1951:2011,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_ananta_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_chitto_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_eastgo_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_guntur_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_krishn_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_kurnoo_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_srikak_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_sripot_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_visakh_1961:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_vizian_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_westgo_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_ysr_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_eastka_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_eastsi_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_kurung_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_lohit_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_lowers_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_tirap_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_uppers_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_westsi_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_baksa_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_barpet_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_dhubri_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_jorhat_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_karbia_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_nagaon_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_sivasa_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_sonitp_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_bastar_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_bilasp_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_dakshi_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_durg_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_raipur_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_surguj_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
DL_east_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
DL_northe_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
DL_northw_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
DL_south_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
DL_southw_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_ahmeda_1961:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_bhavna_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_jamnag_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_junaga_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_kheda_1961:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_panchm_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_rajkot_1961:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_sabark_1961:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_surend_1961:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_vadoda_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HR_bhiwan_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KA_bellar_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KA_chikma_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KA_gulbar_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KA_ramana_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_aurang_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_thane_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
ML_eastga_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
ML_jainti_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
ML_westkh_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_churac_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_imphal_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_senapa_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_tameng_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_thouba_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_ukhrul_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_shajap_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_tikamg_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MZ_aizawl_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MZ_champh_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MZ_lungle_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_dimapu_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_kohima_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_tuensa_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_firozp_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_gurdas_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_sangru_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_east_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_north_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_south_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_west_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_adilab_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_karimn_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_khamma_1961:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_mahbub_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_medak_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_nalgon_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_nizama_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_rangar_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_warang_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_nagapa_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_tirune_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_vellor_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_vilupp_2001:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TR_northt_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TR_southt_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TR_westtr_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_allaha_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_budaun_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_ghazia_1981:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_kanshi_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_morada_1991:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_muzaff_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_sultan_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_barddh_1951:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_darjil_1971:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_jalpai_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_paschi_2011:2024,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
