event_id,issue_code,severity,message
JK_jammua_1951:1961,duplicate_row,medium,Duplicate lineage row for JK_udhamp_1961
JK_jammua_1951:1961,duplicate_row,medium,Duplicate lineage row for JK_jammu_1961
JK_srinag_1961:1981,duplicate_row,medium,Duplicate lineage row for JK_pulwam_1981
JK_srinag_1961:1981,duplicate_row,medium,Duplicate lineage row for JK_pulwam_1981
HP_mahasu_1951:1981,duplicate_row,medium,Duplicate lineage row for HP_shimla_1961
HP_sirmur_1951:1961,cycle_rejected,high,Parent and child are identical (HP_sirmur_1951)
HP_sirmur_1951:1971,cycle_rejected,high,Parent and child are identical (HP_sirmur_1951)
HR_guruga_1951:1981,duplicate_row,medium,Duplicate lineage row for HR_farida_1981
HR_guruga_1951:2024,cycle_rejected,high,Parent and child are identical (HR_guruga_1951)
HR_hisar_1951:1981,duplicate_row,medium,Duplicate lineage row for HR_bhiwan_1981
HR_hisar_1951:1971,cycle_rejected,high,Parent and child are identical (HR_hisar_1951)
HR_hisar_1951:1971,duplicate_row,medium,Duplicate lineage row for HR_hisar_1951
HR_hisar_1951:1971,duplicate_row,medium,Duplicate lineage row for HR_hisar_1951
HR_hisar_1951:1971,duplicate_row,medium,Duplicate lineage row for HR_hisar_1951
HR_hisar_1951:1971,duplicate_row,medium,Duplicate lineage row for HR_hisar_1951
HR_karnal_1951:1981,duplicate_row,medium,Duplicate lineage row for HR_kuruks_1981
HR_nuh_2011:2024,cycle_rejected,high,Parent and child are identical (HR_nuh_2011)
HR_mahend_1951:1961,cycle_rejected,high,Parent and child are identical (HR_mahend_1951)
HR_mahend_1951:1961,duplicate_row,medium,Duplicate lineage row for HR_mahend_1951
GJ_ahmeda_1961:1971,cycle_rejected,high,Parent and child are identical (GJ_ahmeda_1961)
GJ_ahmeda_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_ahmeda_1961
GJ_banask_1961:1971,cycle_rejected,high,Parent and child are identical (GJ_banask_1961)
GJ_baroda_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_vadoda_1971
GJ_bharuc_1961:1971,cycle_rejected,high,Parent and child are identical (GJ_bharuc_1961)
GJ_bharuc_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_bharuc_1961
GJ_centra_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_rajkot_1961
GJ_bhavna_1951:1961,cycle_rejected,high,Parent and child are identical (GJ_bhavna_1951)
GJ_bhavna_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_bhavna_1951
GJ_jamnag_1951:1961,cycle_rejected,high,Parent and child are identical (GJ_jamnag_1951)
GJ_jamnag_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_jamnag_1951
GJ_jamnag_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_jamnag_1951
GJ_kheda_1961:1971,cycle_rejected,high,Parent and child are identical (GJ_kheda_1961)
GJ_kheda_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_kheda_1961
GJ_kheda_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_kheda_1961
GJ_mahesa_1961:1971,cycle_rejected,high,Parent and child are identical (GJ_mahesa_1961)
GJ_mahesa_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_mahesa_1961
GJ_panchm_1951:1961,cycle_rejected,high,Parent and child are identical (GJ_panchm_1951)
GJ_panchm_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_panchm_1951
GJ_panchm_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_panchm_1951
GJ_panchm_1951:1971,cycle_rejected,high,Parent and child are identical (GJ_panchm_1951)
GJ_panchm_1951:1971,duplicate_row,medium,Duplicate lineage row for GJ_panchm_1951
GJ_panchm_1951:1971,duplicate_row,medium,Duplicate lineage row for GJ_panchm_1951
GJ_sabark_1961:1971,cycle_rejected,high,Parent and child are identical (GJ_sabark_1961)
GJ_sabark_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_sabark_1961
GJ_junaga_1951:1961,cycle_rejected,high,Parent and child are identical (GJ_junaga_1951)
GJ_junaga_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_junaga_1951
GJ_junaga_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_junaga_1951
GJ_surat_1961:1971,duplicate_row,medium,Duplicate lineage row for GJ_valsad_1971
GJ_zalawa_1951:1961,duplicate_row,medium,Duplicate lineage row for GJ_surend_1961
DA_dadra_2001:2011,cycle_rejected,high,Parent and child are identical (DA_dadra_2001)
CG_bastar_1991:2001,duplicate_row,medium,Duplicate lineage row for CG_dantew_2001
CG_bastar_1991:2001,duplicate_row,medium,Duplicate lineage row for CG_dantew_2001
CG_dantew_2001:2011,duplicate_row,medium,Duplicate lineage row for CG_dakshi_2011
CG_durg_1971:1981,duplicate_row,medium,Duplicate lineage row for CG_rajnan_1981
CG_rajnan_1981:2001,cycle_rejected,high,Parent and child are identical (CG_rajnan_1981)
BR_gaya_1971:1991,duplicate_row,medium,Duplicate lineage row for BR_jehana_1991
BR_monghy_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_munger_1981
BR_monghy_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_munger_1981
BR_monghy_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_munger_1981
BR_monghy_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_munger_1981
BR_muzaff_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_sitama_1981
BR_nawada_1981:1991,cycle_rejected,high,Parent and child are identical (BR_nawada_1981)
BR_nawada_1981:2001,cycle_rejected,high,Parent and child are identical (BR_nawada_1981)
BR_purnea_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_purnia_1981
BR_purnea_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_purnia_1981
BR_shahab_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_bhojpu_1981
BR_shahab_1971:1981,duplicate_row,medium,Duplicate lineage row for BR_rohtas_1981
AS_darran_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_sonitp_1991
AS_darran_1981:2011,duplicate_row,medium,Duplicate lineage row for AS_baksa_2011
AS_dhubur_1991:2011,duplicate_row,medium,Duplicate lineage row for AS_dhubri_2011
AS_goalpa_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_kokraj_1991
AS_goalpa_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_bongai_1991
AS_goalpa_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_dhubur_1991
AS_kamrup_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_barpet_1991
AS_kamrup_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_nalbar_1991
AS_kamrup_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_barpet_1991
AS_kamrup_1981:2011,cycle_rejected,high,Parent and child are identical (AS_kamrup_1981)
AS_lakhim_1971:1981,duplicate_row,medium,Duplicate lineage row for AS_dibrug_1981
AS_mikirh_1971:1981,duplicate_row,medium,Duplicate lineage row for AS_karbia_1981
AS_nowgon_1971:1981,duplicate_row,medium,Duplicate lineage row for AS_nagaon_1981
AS_nowgon_1971:1981,duplicate_row,medium,Duplicate lineage row for AS_nagaon_1981
AS_sivasa_1981:1991,duplicate_row,medium,Duplicate lineage row for AS_jorhat_1991
AS_sivasa_1981:2011,cycle_rejected,high,Parent and child are identical (AS_sivasa_1981)
AS_sivasa_1981:2011,duplicate_row,medium,Duplicate lineage row for AS_sivasa_1981
AS_united_1961:1971,duplicate_row,medium,Duplicate lineage row for AS_mikirh_1971
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_aborhi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_siangf_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_kameng_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_kameng_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_kameng_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_balipa_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_kameng_1961:1981,duplicate_row,medium,Duplicate lineage row for AR_westka_1981
AR_kameng_1961:1981,duplicate_row,medium,Duplicate lineage row for AR_eastka_1981
AR_kameng_1961:1971,cycle_rejected,high,Parent and child are identical (AR_kameng_1961)
AR_kameng_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_kameng_1961
AR_kameng_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_kameng_1961
AR_kameng_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_kameng_1961
AR_lohitf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_lohit_1971
AR_lohitf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_lohit_1971
AR_lowers_1981:2011,duplicate_row,medium,Duplicate lineage row for AR_kurung_2011
AR_mishmi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_lohitf_1961
AR_mishmi_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_lohitf_1961
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_westsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_westsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_westsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_westsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_westsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_eastsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_eastsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_eastsi_1981
AR_siang_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_eastsi_1981
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_siangf_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_siang_1971
AR_subans_1961:1981,duplicate_row,medium,Duplicate lineage row for AR_uppers_1981
AR_subans_1961:1981,duplicate_row,medium,Duplicate lineage row for AR_lowers_1981
AR_subans_1961:1981,duplicate_row,medium,Duplicate lineage row for AR_lowers_1981
AR_subans_1961:1981,duplicate_row,medium,Duplicate lineage row for AR_lowers_1981
AR_subans_1961:1981,duplicate_row,medium,Duplicate lineage row for AR_lowers_1981
AR_subans_1961:1971,cycle_rejected,high,Parent and child are identical (AR_subans_1961)
AR_subans_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_subans_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_subans_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_subans_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_subans_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_subans_1961:1971,duplicate_row,medium,Duplicate lineage row for AR_subans_1961
AR_tirap_1971:1981,duplicate_row,medium,Duplicate lineage row for AR_dibang_1981
AR_tirapf_1951:1971,duplicate_row,medium,Duplicate lineage row for AR_tirap_1971
AR_tirapf_1951:1971,duplicate_row,medium,Duplicate lineage row for AR_tirap_1971
AR_tirapf_1951:1971,duplicate_row,medium,Duplicate lineage row for AR_tirap_1971
AR_tirapf_1951:1971,duplicate_row,medium,Duplicate lineage row for AR_tirap_1971
AR_tirapf_1951:1961,cycle_rejected,high,Parent and child are identical (AR_tirapf_1951)
AR_tirapf_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_tirapf_1951
AR_tirapf_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_tirapf_1951
AR_tirapf_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_tirapf_1951
AR_tirapf_1951:1961,duplicate_row,medium,Duplicate lineage row for AR_tirapf_1951
AR_westsi_1981:2024,duplicate_row,medium,Duplicate lineage row for AR_lowers_1981
AP_kadapa_2001:2011,duplicate_row,medium,Duplicate lineage row for AP_ysr_2011
AP_sripot_1971:2011,cycle_rejected,high,Parent and child are identical (AP_sripot_1971)
AP_sripot_1971:2011,duplicate_row,medium,Duplicate lineage row for AP_sripot_1971
AP_srikak_1971:1981,duplicate_row,medium,Duplicate lineage row for AP_vizian_1981
AP_visakh_1961:1981,duplicate_row,medium,Duplicate lineage row for AP_vizian_1981
AP_visakh_1961:1981,duplicate_row,medium,Duplicate lineage row for AP_vishak_1981
AP_visakh_1961:1981,duplicate_row,medium,Duplicate lineage row for AP_vishak_1981
AP_vishak_1981:1991,duplicate_row,medium,Duplicate lineage row for AP_visakh_1961
AP_vishak_1981:1991,duplicate_row,medium,Duplicate lineage row for AP_visakh_1961
AP_vizaga_1951:1961,duplicate_row,medium,Duplicate lineage row for AP_visakh_1961
AP_vizaga_1951:1961,duplicate_row,medium,Duplicate lineage row for AP_visakh_1961
AP_vizaga_1951:1961,duplicate_row,medium,Duplicate lineage row for AP_visakh_1961
AP_vizaga_1951:1961,duplicate_row,medium,Duplicate lineage row for AP_visakh_1961
AN_andama_1971:1991,cycle_rejected,high,Parent and child are identical (AN_andama_1971)
AN_andama_1971:1991,duplicate_row,medium,Duplicate lineage row for AN_andama_1971
AN_andama_1971:1981,cycle_rejected,high,Parent and child are identical (AN_andama_1971)
AN_andama_1971:1981,duplicate_row,medium,Duplicate lineage row for AN_andama_1971
AN_nicoba_1981:1991,cycle_rejected,high,Parent and child are identical (AN_nicoba_1981)
AN_nicoba_1981:2011,cycle_rejected,high,Parent and child are identical (AN_nicoba_1981)
AP_vizaga_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_aborhi_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_balipa_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_mishmi_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_centra_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_zalawa_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_kangra_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_kohist_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_mahasu_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_jammua_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_kollam_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_kottay_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_malapp_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_thriss_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_satara_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_bhilsa_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_chhind_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_gird_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_goona_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_narmad_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_nimar_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_sagar_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_tuensa_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
RJ_kotah_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_warang_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_thiruv_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UK_almora_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UK_garhwa_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UK_tehri_1951:1961,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_lohitf_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_siangf_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_tirapf_1951:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_united_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CH_ambala_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_ahmeda_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_baroda_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_dangs_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_mahesa_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_surat_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_kangra_1951:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_lahaul_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HR_sangru_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_poonch_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_hoshia_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_salem_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TR_tripur_1951:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_24parg_1961:1971,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AN_andama_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_srikak_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_sripot_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AP_visakh_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_kameng_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_siang_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_subans_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_tirap_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_lakhim_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_mikirh_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_nowgon_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_champa_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_darbha_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_gaya_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_monghy_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_muzaff_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_patna_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_purnea_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_saran_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
BR_shahab_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_durg_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GJ_kutch_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_kangra_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_kulu_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_mahasu_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HP_shimla_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HR_guruga_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HR_hisar_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HR_karnal_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
HR_rohtak_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JH_hazari_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_baramu_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_ladakh_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JK_srinag_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_ernaku_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_kannur_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_kottay_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_kozhik_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_bhir_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_kolaba_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_nasik_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_sholap_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MH_yavatman_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
ML_ekhasi_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
ML_garohi_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_manipu_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MP_sehore_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MZ_mizora_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_kohima_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_mokokc_1961:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
NL_tuensa_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
OD_balaso_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
OD_bolang_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
OD_keonjh_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_bhatin_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_firozp_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
PB_ropar_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
SK_sikkim_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TG_hydera_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_coimba_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_thanja_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_tiruch_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_buland_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_jhansi_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_meerut_1951:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_hooghl_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_malda_1971:1981,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_tirap_1971:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_westka_1981:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AS_goalpa_1981:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
GA_goa_1981:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JH_psingh_1981:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JH_santha_1971:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
KL_kannur_1961:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
MN_manipu_1951:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_narcot_1981:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
TN_ramana_1981:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
UP_gorakh_1981:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
WB_south2_1971:1991,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_eastsi_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
AR_lowers_1981:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
CG_raipur_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
DL_delhi_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JH_hazari_1971:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JH_palamu_1971:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
JH_sahibg_1991:2001,equal_split_fallback,medium,No post-split crop area proxy was available; equal split weights were used.
