event_id,child_cdk,child_name,metric_basis,weight_value,weight_method,weight_confidence,source_year,basis,is_fallback
AS_united_1961:1971,AS_northc_1971,North Cachar Hills,area,0.5,equal_split_fallback,0.35,1971,equal_split_fallback,True
AS_united_1961:1971,AS_northc_1971,North Cachar Hills,production,0.5,equal_split_fallback,0.35,1971,equal_split_fallback,True
CH_ambala_1961:1971,CH_chandi_1971,Chandigarh,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
CH_ambala_1961:1971,CH_chandi_1971,Chandigarh,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_ahmeda_1961:1971,GJ_gandhi_1971,Gandhinagar,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_ahmeda_1961:1971,GJ_gandhi_1971,Gandhinagar,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_baroda_1961:1971,GJ_vadoda_1971,Vadodara,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_baroda_1961:1971,GJ_vadoda_1971,Vadodara,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_dangs_1961:1971,GJ_thedan_1971,The Dangs,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_dangs_1961:1971,GJ_thedan_1971,The Dangs,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
