event_id,child_cdk,child_name,metric_basis,weight_value,weight_method,weight_confidence,source_year,basis,is_fallback
GJ_mahesa_1961:1971,GJ_gandhi_1971,Gandhinagar,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_mahesa_1961:1971,GJ_gandhi_1971,Gandhinagar,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_surat_1961:1971,GJ_valsad_1971,Valsad,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
GJ_surat_1961:1971,GJ_valsad_1971,Valsad,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
HP_kangra_1951:1971,HP_kulu_1971,Kulu,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
HP_kangra_1951:1971,HP_kulu_1971,Kulu,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
HP_lahaul_1961:1971,HP_lahula_1971,Lahul and Spiti,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
HP_lahaul_1961:1971,HP_lahula_1971,Lahul and Spiti,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
HR_sangru_1961:1971,HR_jind_1971,Jind,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
HR_sangru_1961:1971,HR_jind_1971,Jind,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
JK_poonch_1961:1971,JK_punch_1971,Punch,area,0.5,equal_split_fallback,0.35,1971,equal_split_fallback,True
JK_poonch_1961:1971,JK_punch_1971,Punch,production,0.5,equal_split_fallback,0.35,1971,equal_split_fallback,True
JK_poonch_1961:1971,JK_rajaur_1971,Rajauri,area,0.5,equal_split_fallback,0.35,1971,equal_split_fallback,True
JK_poonch_1961:1971,JK_rajaur_1971,Rajauri,production,0.5,equal_split_fallback,0.35,1971,equal_split_fallback,True
PB_hoshia_1961:1971,PB_ropar_1971,Ropar,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
PB_hoshia_1961:1971,PB_ropar_1971,Ropar,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
TN_salem_1961:1971,TN_dharma_1971,Dharmapuri,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
TN_salem_1961:1971,TN_dharma_1971,Dharmapuri,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
TR_tripur_1951:1971,TR_northt_1971,North Tripura,area,0.333333,equal_split_fallback,0.35,1971,equal_split_fallback,True
TR_tripur_1951:1971,TR_northt_1971,North Tripura,production,0.333333,equal_split_fallback,0.35,1971,equal_split_fallback,True
TR_tripur_1951:1971,TR_southt_1971,South Tripura,area,0.333333,equal_split_fallback,0.35,1971,equal_split_fallback,True
TR_tripur_1951:1971,TR_southt_1971,South Tripura,production,0.333333,equal_split_fallback,0.35,1971,equal_split_fallback,True
TR_tripur_1951:1971,TR_westtr_1971,West Tripura,area,0.333333,equal_split_fallback,0.35,1971,equal_split_fallback,True
TR_tripur_1951:1971,TR_westtr_1971,West Tripura,production,0.333333,equal_split_fallback,0.35,1971,equal_split_fallback,True
WB_24parg_1961:1971,WB_south2_1971,Twenty Four Parganas,area,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
WB_24parg_1961:1971,WB_south2_1971,Twenty Four Parganas,production,1.0,equal_split_fallback,0.35,1971,equal_split_fallback,True
AN_andama_1971:1981,AN_nicoba_1981,Nicobar,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AN_andama_1971:1981,AN_nicoba_1981,Nicobar,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AP_srikak_1971:1981,AP_vizian_1981,Vizianagaram,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AP_srikak_1971:1981,AP_vizian_1981,Vizianagaram,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AP_sripot_1971:1981,AP_prakas_1981,Prakasam,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AP_sripot_1971:1981,AP_prakas_1981,Prakasam,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AP_visakh_1961:1981,AP_vizian_1981,Vizianagaram,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AP_visakh_1961:1981,AP_vizian_1981,Vizianagaram,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_kameng_1961:1981,AR_eastka_1981,East Kameng,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_kameng_1961:1981,AR_eastka_1981,East Kameng,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_kameng_1961:1981,AR_westka_1981,West Kameng,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_kameng_1961:1981,AR_westka_1981,West Kameng,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_siang_1971:1981,AR_westsi_1981,West Siang,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_siang_1971:1981,AR_westsi_1981,West Siang,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_subans_1961:1981,AR_lowers_1981,Lower Siang,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_subans_1961:1981,AR_lowers_1981,Lower Siang,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_subans_1961:1981,AR_uppers_1981,Upper Siang,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_subans_1961:1981,AR_uppers_1981,Upper Siang,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_tirap_1971:1981,AR_dibang_1981,Dibang Valley,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AR_tirap_1971:1981,AR_dibang_1981,Dibang Valley,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AS_lakhim_1971:1981,AS_dibrug_1981,Dibrugarh,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AS_lakhim_1971:1981,AS_dibrug_1981,Dibrugarh,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AS_mikirh_1971:1981,AS_karbia_1981,Karbi Anglong,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AS_mikirh_1971:1981,AS_karbia_1981,Karbi Anglong,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AS_nowgon_1971:1981,AS_nagaon_1981,Nagaon,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AS_nowgon_1971:1981,AS_nagaon_1981,Nagaon,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_champa_1971:1981,BR_pashch_1981,Pashchim Champaran,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_champa_1971:1981,BR_pashch_1981,Pashchim Champaran,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_champa_1971:1981,BR_purbac_1981,Purba Champaran,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_champa_1971:1981,BR_purbac_1981,Purba Champaran,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_darbha_1971:1981,BR_madhub_1981,Madhubani,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_darbha_1971:1981,BR_madhub_1981,Madhubani,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_darbha_1971:1981,BR_samast_1981,Samastipur,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_darbha_1971:1981,BR_samast_1981,Samastipur,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_gaya_1971:1981,BR_aurang_1981,Aurangabad,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_gaya_1971:1981,BR_aurang_1981,Aurangabad,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_gaya_1971:1981,BR_nawada_1981,Nawada,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_gaya_1971:1981,BR_nawada_1981,Nawada,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_monghy_1971:1981,BR_begusa_1981,Begusarai,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_monghy_1971:1981,BR_begusa_1981,Begusarai,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_monghy_1971:1981,BR_munger_1981,Munger,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_monghy_1971:1981,BR_munger_1981,Munger,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_muzaff_1971:1981,BR_sitama_1981,Sitamarhi,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_muzaff_1971:1981,BR_sitama_1981,Sitamarhi,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_muzaff_1971:1981,BR_vaisha_1981,Vaishali,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_muzaff_1971:1981,BR_vaisha_1981,Vaishali,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_patna_1971:1981,BR_naland_1981,Nalanda,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_patna_1971:1981,BR_naland_1981,Nalanda,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_purnea_1971:1981,BR_katiha_1981,Katihar,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_purnea_1971:1981,BR_katiha_1981,Katihar,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_purnea_1971:1981,BR_purnia_1981,Purnia,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_purnea_1971:1981,BR_purnia_1981,Purnia,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_saran_1971:1981,BR_gopalg_1981,Gopalganj,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_saran_1971:1981,BR_gopalg_1981,Gopalganj,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_saran_1971:1981,BR_siwan_1981,Siwan,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_saran_1971:1981,BR_siwan_1981,Siwan,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_shahab_1971:1981,BR_bhojpu_1981,Bhojpur,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_shahab_1971:1981,BR_bhojpu_1981,Bhojpur,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_shahab_1971:1981,BR_rohtas_1981,Rohtas,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
BR_shahab_1971:1981,BR_rohtas_1981,Rohtas,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
CG_durg_1971:1981,CG_rajnan_1981,Raj Nandgaon,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
CG_durg_1971:1981,CG_rajnan_1981,Raj Nandgaon,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
GJ_kutch_1971:1981,GJ_kachch_1981,Kachchh,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
GJ_kutch_1971:1981,GJ_kachch_1981,Kachchh,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_kangra_1951:1981,HP_hamirp_1981,Hamirpur,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_kangra_1951:1981,HP_hamirp_1981,Hamirpur,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_kangra_1951:1981,HP_una_1981,Una,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_kangra_1951:1981,HP_una_1981,Una,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_kulu_1971:1981,HP_kullu_1981,Kullu,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_kulu_1971:1981,HP_kullu_1981,Kullu,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_mahasu_1951:1981,HP_shimla_1961,Simla,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_mahasu_1951:1981,HP_shimla_1961,Simla,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_mahasu_1951:1981,HP_solan_1981,Solan,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_mahasu_1951:1981,HP_solan_1981,Solan,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_shimla_1961:1981,HP_solan_1981,Solan,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
HP_shimla_1961:1981,HP_solan_1981,Solan,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_guruga_1951:1981,HR_farida_1981,Faridabad,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_guruga_1951:1981,HR_farida_1981,Faridabad,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_guruga_1951:1981,HR_mahend_1951,Mahendragarh,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_guruga_1951:1981,HR_mahend_1951,Mahendragarh,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_hisar_1951:1981,HR_bhiwan_1981,Bhiwani,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_hisar_1951:1981,HR_bhiwan_1981,Bhiwani,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_hisar_1951:1981,HR_sirsa_1981,Sirsa,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_hisar_1951:1981,HR_sirsa_1981,Sirsa,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_karnal_1951:1981,HR_kuruks_1981,Kurukshetra,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_karnal_1951:1981,HR_kuruks_1981,Kurukshetra,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_rohtak_1951:1981,HR_karnal_1951,Karnal,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_rohtak_1951:1981,HR_karnal_1951,Karnal,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_rohtak_1951:1981,HR_sonipa_1981,Sonipat,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
HR_rohtak_1951:1981,HR_sonipa_1981,Sonipat,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
JH_hazari_1971:1981,JH_giridi_1981,Giridih,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
JH_hazari_1971:1981,JH_giridi_1981,Giridih,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_baramu_1961:1981,JK_kupwar_1981,Kupwara,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_baramu_1961:1981,JK_kupwar_1981,Kupwara,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_ladakh_1961:1981,JK_kargil_1981,Kargil,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_ladakh_1961:1981,JK_kargil_1981,Kargil,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_srinag_1961:1981,JK_badgam_1981,Badgam,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_srinag_1961:1981,JK_badgam_1981,Badgam,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_srinag_1961:1981,JK_pulwam_1981,Pulwama,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
JK_srinag_1961:1981,JK_pulwam_1981,Pulwama,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_ernaku_1961:1981,KL_idukki_1981,Idukki,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_ernaku_1961:1981,KL_idukki_1981,Idukki,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_kannur_1961:1981,KL_wayana_1981,Wayanad,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_kannur_1961:1981,KL_wayana_1981,Wayanad,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_kottay_1951:1981,KL_idukki_1981,Idukki,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_kottay_1951:1981,KL_idukki_1981,Idukki,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_kozhik_1961:1981,KL_wayana_1981,Wayanad,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
KL_kozhik_1961:1981,KL_wayana_1981,Wayanad,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_bhir_1971:1981,MH_bid_1981,Bid,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_bhir_1971:1981,MH_bid_1981,Bid,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_kolaba_1971:1981,MH_raigar_1981,Raigarh,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_kolaba_1971:1981,MH_raigar_1981,Raigarh,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_nasik_1971:1981,MH_nashik_1981,Nashik,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_nasik_1971:1981,MH_nashik_1981,Nashik,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_sholap_1971:1981,MH_solapu_1981,Solapur,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_sholap_1971:1981,MH_solapu_1981,Solapur,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_yavatman_1971:1981,MH_yavatma_1981,Yavatmal,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MH_yavatman_1971:1981,MH_yavatma_1981,Yavatmal,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_ekhasi_1971:1981,ML_eastkh_1981,East Khasi Hills,area,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_ekhasi_1971:1981,ML_eastkh_1981,East Khasi Hills,production,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_ekhasi_1971:1981,ML_jainti_1981,Jaintia Hills,area,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_ekhasi_1971:1981,ML_jainti_1981,Jaintia Hills,production,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_ekhasi_1971:1981,ML_westkh_1981,West Khasi Hills,area,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_ekhasi_1971:1981,ML_westkh_1981,West Khasi Hills,production,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_garohi_1971:1981,ML_eastga_1981,East Garo Hills,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_garohi_1971:1981,ML_eastga_1981,East Garo Hills,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_garohi_1971:1981,ML_westga_1981,West Garo Hills,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
ML_garohi_1971:1981,ML_westga_1981,West Garo Hills,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
MN_manipu_1951:1981,MN_tengno_1951,Chandel,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MN_manipu_1951:1981,MN_tengno_1951,Chandel,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MP_sehore_1971:1981,MP_bhopal_1981,Bhopal,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MP_sehore_1971:1981,MP_bhopal_1981,Bhopal,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
MZ_mizora_1951:1981,MZ_aizawl_1981,Aizawl,area,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
MZ_mizora_1951:1981,MZ_aizawl_1981,Aizawl,production,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
MZ_mizora_1951:1981,MZ_chhimt_1981,Chhimtuipui,area,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
MZ_mizora_1951:1981,MZ_chhimt_1981,Chhimtuipui,production,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
MZ_mizora_1951:1981,MZ_lungle_1981,Lunglei,area,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
MZ_mizora_1951:1981,MZ_lungle_1981,Lunglei,production,0.333333,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_kohima_1951:1981,NL_phek_1981,Phek,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_kohima_1951:1981,NL_phek_1981,Phek,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_mokokc_1961:1981,NL_wokha_1981,Wokha,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_mokokc_1961:1981,NL_wokha_1981,Wokha,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_mokokc_1961:1981,NL_zunheb_1981,Zunheboto,area,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_mokokc_1961:1981,NL_zunheb_1981,Zunheboto,production,0.5,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_tuensa_1951:1981,NL_mon_1981,Mon,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
NL_tuensa_1951:1981,NL_mon_1981,Mon,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
OD_balaso_1971:1981,OD_balesh_1981,Baleshwar,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
OD_balaso_1971:1981,OD_balesh_1981,Baleshwar,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
OD_bolang_1971:1981,OD_balang_1981,Balangir,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
OD_bolang_1971:1981,OD_balang_1981,Balangir,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
OD_keonjh_1971:1981,OD_kenduj_1981,Kendujhar,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
OD_keonjh_1971:1981,OD_kenduj_1981,Kendujhar,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
PB_bhatin_1951:1981,PB_faridk_1981,Faridkot,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
PB_bhatin_1951:1981,PB_faridk_1981,Faridkot,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
PB_firozp_1951:1981,PB_faridk_1981,Faridkot,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
PB_firozp_1951:1981,PB_faridk_1981,Faridkot,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
PB_ropar_1971:1981,PB_rupnag_1981,Rupnagar,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
PB_ropar_1971:1981,PB_rupnag_1981,Rupnagar,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_eastdi_1981,East District,area,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_eastdi_1981,East District,production,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_northd_1981,North District,area,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_northd_1981,North District,production,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_southd_1981,South District,area,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_southd_1981,South District,production,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_westdi_1981,West District,area,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
SK_sikkim_1971:1981,SK_westdi_1981,West District,production,0.25,equal_split_fallback,0.35,1981,equal_split_fallback,True
TG_hydera_1971:1981,TG_rangar_1981,Rangareddi,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
TG_hydera_1971:1981,TG_rangar_1981,Rangareddi,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
TN_coimba_1951:1981,TN_periya_1981,Periyar,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
TN_coimba_1951:1981,TN_periya_1981,Periyar,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
TN_thanja_1951:1981,TN_pudukk_1981,Pudukkottai,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
TN_thanja_1951:1981,TN_pudukk_1981,Pudukkottai,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
TN_tiruch_1971:1981,TN_pudukk_1981,Pudukkottai,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
TN_tiruch_1971:1981,TN_pudukk_1981,Pudukkottai,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
UP_buland_1971:1981,UP_ghazia_1981,Ghaziabad,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
UP_buland_1971:1981,UP_ghazia_1981,Ghaziabad,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
UP_jhansi_1971:1981,UP_lalitp_1981,Lalitpur,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
UP_jhansi_1971:1981,UP_lalitp_1981,Lalitpur,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
UP_meerut_1951:1981,UP_ghazia_1981,Ghaziabad,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
UP_meerut_1951:1981,UP_ghazia_1981,Ghaziabad,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
WB_hooghl_1971:1981,WB_hugli_1981,Hugli,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
WB_hooghl_1971:1981,WB_hugli_1981,Hugli,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
WB_malda_1971:1981,WB_maldah_1981,Maldah,area,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
WB_malda_1971:1981,WB_maldah_1981,Maldah,production,1.0,equal_split_fallback,0.35,1981,equal_split_fallback,True
AP_vishak_1981:1991,AP_visakh_1961,Visakhapatnam,area,1.0,post_split_crop_area_proxy,0.6,1991,average_total_crop_area_next_3_years,False
AP_vishak_1981:1991,AP_visakh_1961,Visakhapatnam,production,1.0,post_split_crop_area_proxy,0.6,1991,average_total_crop_area_next_3_years,False
AR_tirap_1971:1991,AR_changl_1991,Changlang,area,1.0,equal_split_fallback,0.35,1991,equal_split_fallback,True
AR_tirap_1971:1991,AR_changl_1991,Changlang,production,1.0,equal_split_fallback,0.35,1991,equal_split_fallback,True
AR_westka_1981:1991,AR_tawang_1991,Tawang,area,1.0,equal_split_fallback,0.35,1991,equal_split_fallback,True
AR_westka_1981:1991,AR_tawang_1991,Tawang,production,1.0,equal_split_fallback,0.35,1991,equal_split_fallback,True
AS_cachar_1981:1991,AS_hailak_1991,Hailakandi,area,0.362772,post_split_crop_area_proxy,0.6,1991,average_total_crop_area_next_3_years,False
AS_cachar_1981:1991,AS_hailak_1991,Hailakandi,production,0.362772,post_split_crop_area_proxy,0.6,1991,average_total_crop_area_next_3_years,False
AS_cachar_1981:1991,AS_karimg_1991,Karimganj,area,0.637228,post_split_crop_area_proxy,0.6,1991,average_total_crop_area_next_3_years,False
AS_cachar_1981:1991,AS_karimg_1991,Karimganj,production,0.637228,post_split_crop_area_proxy,0.6,1991,average_total_crop_area_next_3_years,False
AS_darran_1981:1991,AS_sonitp_1991,Sonitpur,area,1.0,post_split_crop_area_proxy,0.6,1991,average_total_crop_area_next_3_years,False
