icrisat_code_a,icrisat_code_b,parent_name,child_name,state,split_year,event_type,confidence
227.0,227.0,Rae-Bareily,Rae - Bareily,Uttar Pradesh,,RENAME,1.0
228.0,228.0,Sitapur,Sitapur,Uttar Pradesh,,IDENTITY,1.0
229.0,229.0,Hardoi,Hardoi,Uttar Pradesh,,IDENTITY,1.0
230.0,230.0,Kheri,Kheri,Uttar Pradesh,,IDENTITY,1.0
231.0,231.0,Faizabad,Faizabad,Uttar Pradesh,,IDENTITY,1.0
232.0,232.0,Gonda,Gonda,Uttar Pradesh,,IDENTITY,1.0
233.0,233.0,Bahraich,Bahraich,Uttar Pradesh,,IDENTITY,1.0
234.0,234.0,Sultanpur,Sultanpur,Uttar Pradesh,,IDENTITY,1.0
235.0,235.0,Pratapgarh,Pratapgarh,Uttar Pradesh,,IDENTITY,1.0
236.0,236.0,Barabanki,Barabanki,Uttar Pradesh,,IDENTITY,1.0
237.0,237.0,Nainital,Nainital,Uttarakhand,,IDENTITY,1.0
238.0,238.0,Almorah,Almorah,Uttarakhand,,IDENTITY,1.0
239.0,239.0,Pithorgarh,Pithorgarh,Uttarakhand,,IDENTITY,1.0
240.0,240.0,Chamoli,Chamoli,Uttarakhand,,IDENTITY,1.0
241.0,241.0,Uttar Kashi,Uttar Kashi,Uttarakhand,,IDENTITY,1.0
242.0,242.0,Tehri Garhwal,Tehri Garhwal,Uttarakhand,,IDENTITY,1.0
243.0,243.0,Garhwal,Garhwal,Uttarakhand,,IDENTITY,1.0
244.0,244.0,Dehradun,Dehradun,Uttarakhand,,IDENTITY,1.0
601.0,601.0,Cachar,Cachar,Assam,,IDENTITY,1.0
602.0,602.0,Darrang,Darrang,Assam,,IDENTITY,1.0
603.0,603.0,Dibrugarh,Dibrugarh,Assam,,IDENTITY,1.0
604.0,604.0,Goalpara,Goalpara,Assam,,IDENTITY,1.0
605.0,605.0,Kamrup,Kamrup,Assam,,IDENTITY,1.0
606.0,606.0,Karbi Anglong,Karbi Anglong,Assam,,IDENTITY,1.0
607.0,607.0,Lakhimpur,Lakhimpur,Assam,,IDENTITY,1.0
608.0,608.0,North Cachar Hil / Dima hasao,North Cachar Hil,Assam,,RENAME,1.0
609.0,609.0,Nagaon,Nagaon,Assam,,IDENTITY,1.0
610.0,610.0,Sibsagar,Sibsagar,Assam,,IDENTITY,1.0
626.0,626.0,Bilashpur,Bilashpur,Himachal Pradesh,,IDENTITY,1.0
627.0,627.0,Chamba,Chamba,Himachal Pradesh,,IDENTITY,1.0
629.0,629.0,Kangra,Kangra,Himachal Pradesh,,IDENTITY,1.0
630.0,630.0,Kinnaur,Kinnaur,Himachal Pradesh,,IDENTITY,1.0
631.0,631.0,Kullu,Kullu,Himachal Pradesh,,IDENTITY,1.0
632.0,632.0,Lahul & Spiti,Lahul & Spiti,Himachal Pradesh,,IDENTITY,1.0
633.0,633.0,Solan,Solan,Himachal Pradesh,,IDENTITY,1.0
634.0,634.0,Mandi,Mandi,Himachal Pradesh,,IDENTITY,1.0
635.0,635.0,Shimla,Shimla,Himachal Pradesh,,IDENTITY,1.0
636.0,636.0,Sirmaur,Sirmaur,Himachal Pradesh,,IDENTITY,1.0
651.0,651.0,Alappuzha,Alappuzha,Kerala,,IDENTITY,1.0
652.0,652.0,Kannur,Kannur,Kerala,,IDENTITY,1.0
653.0,653.0,Eranakulam,Eranakulam,Kerala,,IDENTITY,1.0
655.0,655.0,Kottayam,Kottayam,Kerala,,IDENTITY,1.0
656.0,656.0,Kozhikode,Kozhikode,Kerala,,IDENTITY,1.0
657.0,657.0,Malappuram,Malappuram,Kerala,,IDENTITY,1.0
658.0,658.0,Palakkad,Palakkad,Kerala,,IDENTITY,1.0
659.0,659.0,Kollam,Kollam,Kerala,,IDENTITY,1.0
660.0,660.0,Thrissur,Thrissur,Kerala,,IDENTITY,1.0
661.0,661.0,Thiruvananthapuram,Thiruvananthapuram,Kerala,,IDENTITY,1.0
701.0,701.0,Balasore,Balasore,Orissa,,IDENTITY,1.0
702.0,702.0,Bolangir,Bolangir,Orissa,,IDENTITY,1.0
703.0,703.0,Cuttack,Cuttack,Orissa,,IDENTITY,1.0
704.0,704.0,Dhenkanal,Dhenkanal,Orissa,,IDENTITY,1.0
705.0,705.0,Ganjam,Ganjam,Orissa,,IDENTITY,1.0
706.0,706.0,Kalahandi,Kalahandi,Orissa,,IDENTITY,1.0
707.0,707.0,Keonjhar,Keonjhar,Orissa,,IDENTITY,1.0
708.0,708.0,Koraput,Koraput,Orissa,,IDENTITY,1.0
709.0,709.0,Mayurbhanja,Mayurbhanja,Orissa,,IDENTITY,1.0
710.0,710.0,Phulbani ( Kandhamal ),Phulbani(Kandhamal),Orissa,,RENAME,1.0
711.0,711.0,Puri,Puri,Orissa,,IDENTITY,1.0
712.0,712.0,Sambalpur,Sambalpur,Orissa,,IDENTITY,1.0
713.0,713.0,Sundargarh,Sundargarh,Orissa,,IDENTITY,1.0
803.0,803.0,Nadia,Nadia,West Bengal,,IDENTITY,1.0
804.0,804.0,Murshidabad,Murshidabad,West Bengal,,IDENTITY,1.0
805.0,805.0,Burdwan,Burdwan,West Bengal,,IDENTITY,1.0
806.0,806.0,Birbhum,Birbhum,West Bengal,,IDENTITY,1.0
807.0,807.0,Bankura,Bankura,West Bengal,,IDENTITY,1.0
810.0,810.0,Hooghly,Hooghly,West Bengal,,IDENTITY,1.0
811.0,811.0,Howrah,Howrah,West Bengal,,IDENTITY,1.0
812.0,812.0,Jalpaiguri,Jalpaiguri,West Bengal,,IDENTITY,1.0
813.0,813.0,Darjeeling,Darjeeling,West Bengal,,IDENTITY,1.0
814.0,814.0,Malda,Malda,West Bengal,,IDENTITY,1.0
816.0,816.0,Cooch Behar,Cooch Behar,West Bengal,,IDENTITY,1.0
817.0,817.0,Purulia,Purulia,West Bengal,,IDENTITY,1.0
902.0,902.0,Muzaffarpur,Muzaffarpur,Bihar,,IDENTITY,1.0
903.0,903.0,Darbhanga,Darbhanga,Bihar,,IDENTITY,1.0
904.0,904.0,Saharsa,Saharsa,Bihar,,IDENTITY,1.0
905.0,905.0,Purnea,Purnea,Bihar,,IDENTITY,1.0
906.0,906.0,Saran,Saran,Bihar,,IDENTITY,1.0
907.0,907.0,Patna,Patna,Bihar,,IDENTITY,1.0
908.0,908.0,Mungair,Mungair,Bihar,,IDENTITY,1.0
909.0,909.0,Bhagalpur,Bhagalpur,Bihar,,IDENTITY,1.0
910.0,910.0,Santhal Paragana / Dumka,Santhal Paragana Dumka,Jharkhand,,RENAME,1.0
912.0,912.0,Gaya,Gaya,Bihar,,IDENTITY,1.0
913.0,913.0,Hazaribagh,Hazaribagh,Jharkhand,,IDENTITY,1.0
914.0,914.0,Dhanbad,Dhanbad,Jharkhand,,IDENTITY,1.0
915.0,915.0,Palamau,Palamau,Jharkhand,,IDENTITY,1.0
916.0,916.0,Ranchi,Ranchi,Jharkhand,,IDENTITY,1.0
64.0,,Bangalore,,Karnataka,,A_ONLY,0.5
95.0,,Bombay,,Maharashtra,,A_ONLY,0.5
208.0,,Kanpur,,Uttar Pradesh,,A_ONLY,0.5
800.0,,24 Parganas,,West Bengal,,A_ONLY,0.5
818.0,,Midnapur,,West Bengal,,A_ONLY,0.5
822.0,,West Dinajpur,,West Bengal,,A_ONLY,0.5
901.0,,Champaran,,Bihar,,A_ONLY,0.5
911.0,,Shahabad (now part of Bhojpur district),,Bihar,,A_ONLY,0.5
917.0,,Singhbhum,,Jharkhand,,A_ONLY,0.5
63.0,2101.0,Adilabad,Kumurambheem Asifabad,Telangana,2016.0,SPLIT,1.0
63.0,2102.0,Adilabad,Macherial,Telangana,2016.0,SPLIT,1.0
63.0,2103.0,Adilabad,Nirmal,Telangana,2016.0,SPLIT,1.0
62.0,2104.0,Karimnagar,Jagityal,Telangana,2016.0,SPLIT,1.0
62.0,2105.0,Karimnagar,Peddapally,Telangana,2016.0,SPLIT,1.0
62.0,2106.0,Karimnagar,Rajanna Siricilla,Telangana,2016.0,SPLIT,1.0
61.0,2107.0,Khammam,Bhadradri,Telangana,2016.0,SPLIT,1.0
58.0,2108.0,Mahabubnagar,Jogulamba,Telangana,2016.0,SPLIT,1.0
58.0,2109.0,Mahabubnagar,Nagarkurnool,Telangana,2016.0,SPLIT,1.0
58.0,2110.0,Mahabubnagar,Wanaparthy,Telangana,2016.0,SPLIT,1.0
58.0,2122.0,Mahabubnagar,Narayanpet,Telangana,2018.0,SPLIT,1.0
57.0,2115.0,Medak,Kamareddy,Telangana,2016.0,SPLIT,1.0
57.0,2111.0,Medak,Sangareddy,Telangana,2016.0,SPLIT,1.0
57.0,2112.0,Medak,Siddipet,Telangana,2016.0,SPLIT,1.0
59.0,2113.0,Nalgonda,Suryapet,Telangana,2016.0,SPLIT,1.0
59.0,2114.0,Nalgonda,Yadadri Bhuvanagiri,Telangana,2016.0,SPLIT,1.0
60.0,2119.0,Warangal,Janagaon,Telangana,2016.0,SPLIT,1.0
60.0,2118.0,Warangal,Jayashankar Bhuppaly,Telangana,2016.0,SPLIT,1.0
60.0,2121.0,Warangal,Mahabubabad,Telangana,2016.0,SPLIT,1.0
60.0,2120.0,Warangal,Warangal Urban,Telangana,2016.0,SPLIT,1.0
60.0,2123.0,Warangal,Mulugu,Telangana,2018.0,SPLIT,1.0
55.0,2116.0,Hyderabad,Malkaigiri,Telangana,2016.0,SPLIT,1.0
,173.0,,Faridkot,Punjab,1990.0,NEW_DISTRICT,0.7
,178.0,,Sirsa,Haryana,1990.0,NEW_DISTRICT,0.7
,179.0,,Bhiwani,Haryana,1990.0,NEW_DISTRICT,0.7
,185.0,,Kurukshetra,Haryana,1990.0,NEW_DISTRICT,0.7
,187.0,,Sonepat,Haryana,1990.0,NEW_DISTRICT,0.7
,188.0,,Faridabad,Haryana,1990.0,NEW_DISTRICT,0.7
,193.0,,Ghaziabad,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,212.0,,Lalitpur,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,501.0,,Rajnandgaon,Chhattisgarh,1990.0,NEW_DISTRICT,0.7
,502.0,,Bhopal,Madhya Pradesh,1990.0,NEW_DISTRICT,0.7
,503.0,,Vizianagaram,Andhra Pradesh,1990.0,NEW_DISTRICT,0.7
,504.0,,Prakasam,Andhra Pradesh,1990.0,NEW_DISTRICT,0.7
,506.0,,Dharmapuri,Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,507.0,,Periyar(Erode),Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,508.0,,Pudukkottai,Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,509.0,,Dindigul Anna,Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,510.0,,Virudhunagar Kamarajar,Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,512.0,,Sivagangai Pasumpon,Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,513.0,,Chidambanar Toothukudi,Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,514.0,,Jalna,Maharashtra,1990.0,NEW_DISTRICT,0.7
,515.0,,Latur,Maharashtra,1990.0,NEW_DISTRICT,0.7
,516.0,,Gadchiroli,Maharashtra,1990.0,NEW_DISTRICT,0.7
,517.0,,Sindhudurg,Maharashtra,1990.0,NEW_DISTRICT,0.7
,518.0,,Gandhinagar,Gujarat,1990.0,NEW_DISTRICT,0.7
,519.0,,Dholpur,Rajasthan,1990.0,NEW_DISTRICT,0.7
,520.0,,Rangareddy,Telangana,1990.0,NEW_DISTRICT,0.7
,521.0,,Thiruvannamalai,Tamil Nadu,1990.0,NEW_DISTRICT,0.7
,523.0,,Yamunanagar,Haryana,1990.0,NEW_DISTRICT,0.7
,524.0,,Kaithal,Haryana,1990.0,NEW_DISTRICT,0.7
,525.0,,Panipat,Haryana,1990.0,NEW_DISTRICT,0.7
,526.0,,Rewari,Haryana,1990.0,NEW_DISTRICT,0.7
,527.0,,Haridwar,Uttarakhand,1990.0,NEW_DISTRICT,0.7
,528.0,,Firozabad,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,529.0,,Sonbhadra,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,530.0,,Mau,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,531.0,,Mahrajgani,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,532.0,,Sidharthnagar,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,533.0,,Mahoba,Uttar Pradesh,1994.0,NEW_DISTRICT,0.7
,536.0,,Baran,Rajasthan,1990.0,NEW_DISTRICT,0.7
,537.0,,Dausa,Rajasthan,1990.0,NEW_DISTRICT,0.7
,538.0,,Rajsamand,Rajasthan,1990.0,NEW_DISTRICT,0.7
,539.0,,Hanumangarh,Rajasthan,1993.0,NEW_DISTRICT,0.7
,542.0,,Nagapattinam,Tamil Nadu,1992.0,NEW_DISTRICT,0.7
,543.0,,Villupuram,Tamil Nadu,1994.0,NEW_DISTRICT,0.7
,545.0,,Mansa,Punjab,1992.0,NEW_DISTRICT,0.7
,546.0,,Fatehgarh Sahib,Punjab,1992.0,NEW_DISTRICT,0.7
,547.0,,Kanpur Nagar,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,548.0,,Kanpur Dehat,Uttar Pradesh,1990.0,NEW_DISTRICT,0.7
,549.0,,Bangalore(Rural),Karnataka,1990.0,NEW_DISTRICT,0.7
,550.0,,Bangalore(Urban),Karnataka,1990.0,NEW_DISTRICT,0.7
,615.0,,Barpeta,Assam,1990.0,NEW_DISTRICT,0.7
,616.0,,Dhubri,Assam,1990.0,NEW_DISTRICT,0.7
,617.0,,Golaghat,Assam,1990.0,NEW_DISTRICT,0.7
,618.0,,Jorhat,Assam,1990.0,NEW_DISTRICT,0.7
,619.0,,Karimganj,Assam,1990.0,NEW_DISTRICT,0.7
,620.0,,Kokrajhar,Assam,1990.0,NEW_DISTRICT,0.7
,621.0,,Nalbari,Assam,1990.0,NEW_DISTRICT,0.7
,622.0,,Sonitpur,Assam,1990.0,NEW_DISTRICT,0.7
,628.0,,Hamirpur,Himachal Pradesh,1990.0,NEW_DISTRICT,0.7
,637.0,,Una,Himachal Pradesh,1990.0,NEW_DISTRICT,0.7
,654.0,,Idukki,Kerala,1990.0,NEW_DISTRICT,0.7
,662.0,,Kasaragod,Kerala,1990.0,NEW_DISTRICT,0.7
,663.0,,Pathanamthitta,Kerala,1990.0,NEW_DISTRICT,0.7
,664.0,,Wayanad,Kerala,1990.0,NEW_DISTRICT,0.7
,714.0,,Bhadrak,Orissa,1995.0,NEW_DISTRICT,0.7
,716.0,,Jagatsinghapur,Orissa,1995.0,NEW_DISTRICT,0.7
,717.0,,Jajapur,Orissa,1995.0,NEW_DISTRICT,0.7
,718.0,,Kendrapara,Orissa,1995.0,NEW_DISTRICT,0.7
,719.0,,Angul,Orissa,1995.0,NEW_DISTRICT,0.7
,720.0,,Gajapati,Orissa,1995.0,NEW_DISTRICT,0.7
,721.0,,Nuapada,Orissa,1995.0,NEW_DISTRICT,0.7
,722.0,,Malkangiri,Orissa,1995.0,NEW_DISTRICT,0.7
,723.0,,Nawarangpur,Orissa,1995.0,NEW_DISTRICT,0.7
,724.0,,Rayagada,Orissa,1995.0,NEW_DISTRICT,0.7
,725.0,,Khurda,Orissa,1995.0,NEW_DISTRICT,0.7
,726.0,,Nayagarh,Orissa,1995.0,NEW_DISTRICT,0.7
,728.0,,Boudh,Orissa,1995.0,NEW_DISTRICT,0.7
,729.0,,Bargarh,Orissa,1995.0,NEW_DISTRICT,0.7
,730.0,,Deogarh,Orissa,1995.0,NEW_DISTRICT,0.7
,731.0,,Jharsuguda,Orissa,1995.0,NEW_DISTRICT,0.7
,732.0,,Sonepur,Orissa,1995.0,NEW_DISTRICT,0.7
,801.0,,24 - Paraganas South,West Bengal,1990.0,NEW_DISTRICT,0.7
,802.0,,24 - Paraganas North,West Bengal,1990.0,NEW_DISTRICT,0.7
,815.0,,Kalimpong,West Bengal,2016.0,NEW_DISTRICT,0.7
,819.0,,Uttar Dinajpur,West Bengal,1996.0,NEW_DISTRICT,0.7
,820.0,,Dakshin Dinajpur,West Bengal,1996.0,NEW_DISTRICT,0.7
,821.0,,Kolkata,West Bengal,,NEW_DISTRICT,0.7
,823.0,,East Midnapore Purba Midnapore,West Bengal,1990.0,NEW_DISTRICT,0.7
,824.0,,West Midnapore,West Bengal,1990.0,NEW_DISTRICT,0.7
,918.0,,Nalanda,Bihar,1990.0,NEW_DISTRICT,0.7
,919.0,,Nawada,Bihar,1990.0,NEW_DISTRICT,0.7
,920.0,,Aurangabad,Bihar,1990.0,NEW_DISTRICT,0.7
,921.0,,Bhojpur,Bihar,1990.0,NEW_DISTRICT,0.7
,922.0,,Rohtas,Bihar,1990.0,NEW_DISTRICT,0.7
,923.0,,Siwan,Bihar,1990.0,NEW_DISTRICT,0.7
,924.0,,Gopalganj,Bihar,1990.0,NEW_DISTRICT,0.7
,925.0,,Champaran(East),Bihar,1990.0,NEW_DISTRICT,0.7
,926.0,,Champaran(West),Bihar,1990.0,NEW_DISTRICT,0.7
,927.0,,Vaishali,Bihar,1990.0,NEW_DISTRICT,0.7
,928.0,,Sitamarhi,Bihar,1990.0,NEW_DISTRICT,0.7
,929.0,,Madhubani,Bihar,1990.0,NEW_DISTRICT,0.7
,930.0,,Samastipur,Bihar,1990.0,NEW_DISTRICT,0.7
,931.0,,Begusarai,Bihar,1990.0,NEW_DISTRICT,0.7
,932.0,,Katihar,Bihar,1990.0,NEW_DISTRICT,0.7
,933.0,,Giridih,Jharkhand,1990.0,NEW_DISTRICT,0.7
,934.0,,Jehanabad,Bihar,1990.0,NEW_DISTRICT,0.7
,935.0,,Madhepura,Bihar,1990.0,NEW_DISTRICT,0.7
,936.0,,Khagaria,Bihar,1990.0,NEW_DISTRICT,0.7
,937.0,,Godda,Jharkhand,1990.0,NEW_DISTRICT,0.7
,938.0,,Sahebganj,Jharkhand,1990.0,NEW_DISTRICT,0.7
,940.0,,Devghar Deogarh,Jharkhand,1990.0,NEW_DISTRICT,0.7
,941.0,,Lohardagga,Jharkhand,1990.0,NEW_DISTRICT,0.7
,942.0,,Gumla,Jharkhand,1990.0,NEW_DISTRICT,0.7
,943.0,,Singhbhum East,Jharkhand,1990.0,NEW_DISTRICT,0.7
,944.0,,Singhbhum West,Jharkhand,1990.0,NEW_DISTRICT,0.7
,945.0,,Araria,Bihar,1990.0,NEW_DISTRICT,0.7
,946.0,,Kishanganj,Bihar,1990.0,NEW_DISTRICT,0.7
,947.0,,Buxar,Bihar,1992.0,NEW_DISTRICT,0.7
,948.0,,Bhabhua Kaimur,Bihar,1992.0,NEW_DISTRICT,0.7
,949.0,,Banka,Bihar,1992.0,NEW_DISTRICT,0.7
,950.0,,Jamui,Bihar,1992.0,NEW_DISTRICT,0.7
,951.0,,Supaul,Bihar,1992.0,NEW_DISTRICT,0.7
,952.0,,Chatra,Jharkhand,1992.0,NEW_DISTRICT,0.7
,953.0,,Bokaro,Jharkhand,1992.0,NEW_DISTRICT,0.7
,954.0,,Gadva Garhwa,Jharkhand,1992.0,NEW_DISTRICT,0.7
,955.0,,Khodrama Koderma,Jharkhand,1997.0,NEW_DISTRICT,0.7
,956.0,,Lakhisarai,Bihar,1996.0,NEW_DISTRICT,0.7
,957.0,,Pakund Pakur,Jharkhand,1997.0,NEW_DISTRICT,0.7
,958.0,,Sheikapura,Bihar,1996.0,NEW_DISTRICT,0.7
,960.0,,Sheohar,Bihar,1996.0,NEW_DISTRICT,0.7
,961.0,,Arwal,Bihar,2003.0,NEW_DISTRICT,0.7
,962.0,,Jamtara,Jharkhand,2001.0,NEW_DISTRICT,0.7
,963.0,,Latehar,Jharkhand,2000.0,NEW_DISTRICT,0.7
,964.0,,Sariakela Kharsawan,Jharkhand,2001.0,NEW_DISTRICT,0.7
,965.0,,Simdega,Jharkhand,2001.0,NEW_DISTRICT,0.7
,999.0,,Chennai,Tamil Nadu,2018.0,NEW_DISTRICT,0.7
,1001.0,,Anand,Gujarat,2000.0,NEW_DISTRICT,0.7
,1002.0,,Dahod,Gujarat,2000.0,NEW_DISTRICT,0.7
,1003.0,,Narmada,Gujarat,2000.0,NEW_DISTRICT,0.7
,1004.0,,Navsari,Gujarat,2000.0,NEW_DISTRICT,0.7
,1005.0,,Patan,Gujarat,2000.0,NEW_DISTRICT,0.7
,1006.0,,Porbandar,Gujarat,2000.0,NEW_DISTRICT,0.7
,1007.0,,Fatehabad,Haryana,1997.0,NEW_DISTRICT,0.7
,1008.0,,Jhajjar,Haryana,1997.0,NEW_DISTRICT,0.7
,1009.0,,Panchkula,Haryana,1995.0,NEW_DISTRICT,0.7
,1010.0,,Bagalkote,Karnataka,1998.0,NEW_DISTRICT,0.7
,1011.0,,Chamaraja Nagar,Karnataka,1998.0,NEW_DISTRICT,0.7
,1012.0,,Davanagere,Karnataka,1998.0,NEW_DISTRICT,0.7
,1013.0,,Gadag,Karnataka,1998.0,NEW_DISTRICT,0.7
,1014.0,,Haveri,Karnataka,1998.0,NEW_DISTRICT,0.7
,1015.0,,Koppal,Karnataka,1998.0,NEW_DISTRICT,0.7
,1016.0,,Udupi,Karnataka,1998.0,NEW_DISTRICT,0.7
,1017.0,,S.B.S Nagar,Punjab,1995.0,NEW_DISTRICT,0.7
,1018.0,,Shri Mukatsar Sahib,Punjab,1995.0,NEW_DISTRICT,0.7
,1019.0,,Moga,Punjab,1995.0,NEW_DISTRICT,0.7
,1020.0,,Karoli,Rajasthan,1997.0,NEW_DISTRICT,0.7
,1022.0,,Karur,Tamil Nadu,1996.0,NEW_DISTRICT,0.7
,1023.0,,Namakkal,Tamil Nadu,1996.0,NEW_DISTRICT,0.7
,1024.0,,Perambular,Tamil Nadu,1996.0,NEW_DISTRICT,0.7
,1025.0,,Theni,Tamil Nadu,1996.0,NEW_DISTRICT,0.7
,1026.0,,Tiruvarur,Tamil Nadu,1996.0,NEW_DISTRICT,0.7
,1027.0,,Thiruvallur,Tamil Nadu,1996.0,NEW_DISTRICT,0.7
,1028.0,,Ambedkar Nagar,Uttar Pradesh,1995.0,NEW_DISTRICT,0.7
,1029.0,,Kushi Nagar Padrauna,Uttar Pradesh,1994.0,NEW_DISTRICT,0.7
,1030.0,,Udham Singh Nagar,Uttarakhand,1996.0,NEW_DISTRICT,0.7
,1031.0,,Auraiya,Uttar Pradesh,1997.0,NEW_DISTRICT,0.7
,1032.0,,Bageshwar,Uttarakhand,1998.0,NEW_DISTRICT,0.7
,1033.0,,Bagpat,Uttar Pradesh,1997.0,NEW_DISTRICT,0.7
,1034.0,,Balrampur,Uttar Pradesh,1997.0,NEW_DISTRICT,0.7
